id,key,value,type
2064276447,amenity,bar,regular
2064781161,name,Starbucks Coffee,regular
2064781161,shop,coffee,regular
2064781161,wifi,yes,regular
2064781161,brand,Starbucks,regular
2064781161,image,http://farm9.staticflickr.com/8187/8385596259_73fbc4661f_m.jpg,regular
2064781161,level,0,regular
2064781161,amenity,cafe,regular
2064781161,cuisine,coffee_shop,regular
2064781161,en,Starbucks Coffee,name
2064781161,th,สตาร์บัคส์,name
2064781161,smoking,no,regular
2064781161,website,http://www.starbucks.co.th/,regular
2064781161,wikipedia,en:Starbucks,regular
2064781161,Number zone,A108,regular
2065920182,fax,+6626522279,regular
2065920182,name,Spoonful Zakka cafe,regular
2065920182,email,spoonful.bkk@gmail.com,regular
2065920182,image,http://farm9.staticflickr.com/8196/8383751638_a2c10fb2cf_m.jpg,regular
2065920182,level,1,regular
2065920182,phone,+6626522278,regular
2065920182,price,101 - 250 baht,regular
2065920182,amenity,cafe,regular
2065920182,website,http://www.spoonfulzakka.com,regular
2065920182,opening_hours,11:00-19:00,regular
2066043055,name,วัดมณีชลขัณฑ์,regular
2066043055,amenity,place_of_worship,regular
2066043055,en,Wat Mani-Sholakhan,name
2066043055,th,วัดมณีชลขัณฑ์,name
2066043055,religion,buddhist,regular
2068146688,level,0,regular
2068146688,amenity,atm,regular
2068146688,operator,K Bank,regular
2071630015,name,บ้านรักอัมพวา,regular
2071630015,tourism,guest_house,regular
2071777006,name,Hobs Away,regular
2071777006,level,0,regular
2071777006,amenity,bar,regular
2071777006,opening_hours,11:00-01:00,regular
2074770104,shop,clothes,regular
2074770104,image,"<a href=""http://pic.free.in.th/id/8939add8bff0c608648d699f24507693""  target=""_blank""><img border=""0"" src=""http://image.free.in.th/z/it/img_7116.jpg"" alt=""images by free.in.th""/></a>",regular
2075728142,name,italian job restaurant,regular
2075728142,level,2,regular
2075728142,phone,+6626130518,regular
2075728142,price,251 - 500 bath,regular
2075728142,amenity,restaurant,regular
2075728142,opening_hours,11:00-22:00,regular
2075728142,credit_cards,yes,payment
2076002293,name,Kidsmatter,regular
2076002293,amenity,school,regular
2077135161,name,Wine Connection,regular
2077135161,amenity,restaurant,regular
2077260062,surface,paved,regular
2077264171,surface,paved,regular
2080771027,surface,paved,regular
2080824273,surface,paved,regular
2080824712,surface,paved,regular
2080824927,surface,paved,regular
2080825026,surface,paved,regular
2080847597,surface,paved,regular
2080847773,surface,paved,regular
2080869422,surface,paved,regular
2080869472,surface,paved,regular
2080869522,surface,paved,regular
2080869573,surface,paved,regular
2080889370,surface,paved,regular
2080916038,surface,paved,regular
2080916272,surface,paved,regular
2080928458,surface,paved,regular
2080928514,surface,paved,regular
2080928573,surface,paved,regular
2080937411,surface,paved,regular
2083014445,surface,paved,regular
2083054025,surface,paved,regular
2083087774,surface,paved,regular
2083090664,surface,paved,regular
2083090714,surface,paved,regular
2084139245,surface,paved,regular
2084198689,surface,paved,regular
2084281162,surface,paved,regular
2084291251,surface,paved,regular
2084614987,surface,paved,regular
2084615261,surface,paved,regular
2084615446,surface,paved,regular
2086913444,alt_name,7-11,regular
2086913444,name,7-Eleven,regular
2086913444,en,7-Eleven,name
2086913444,opening_hours,24/7,regular
2086913444,shop,convenience,regular
2086913444,website,http://www.7eleven.co.th/,regular
2086913444,wheelchair,limited,regular
2090403454,public_transport,stop_position,regular
2090403605,highway,crossing,regular
2092390678,aeroway,helipad,regular
2093040116,name,SC Plaza,regular
2093040116,shop,mall,regular
2094706548,name,Let them eat cake,regular
2094706548,amenity,cafe,regular
2097673121,power,tower,regular
2097673179,power,tower,regular
2097673233,power,tower,regular
2097673292,power,tower,regular
2097673347,power,tower,regular
2097673401,power,tower,regular
2097673518,power,tower,regular
2097673571,power,tower,regular
2097673676,power,tower,regular
2097673732,power,tower,regular
2097673788,power,tower,regular
2097673841,power,tower,regular
2099176554,name,Red Mango,regular
2099176554,floor,0,regular
2099176554,amenity,cafe,regular
2099176554,cuisine,ice_cream,regular
2099178488,amenity,cafe,regular
2099185745,shop,clothes,regular
2099190720,name,Anyadaru,regular
2099190720,shop,beauty,regular
2099196970,shop,clothes,regular
2099200031,name,อี.เอส.ช๊อป แฟชั่น,regular
2099200031,shop,clothes,regular
2099200031,level,0,regular
2099200031,opening_hours,Mo-Su 09:00-18:00,regular
2099200398,shop,clothes,regular
2099202449,shop,clothes,regular
2099238991,name,Mont Blanc,regular
2099238991,level,1,regular
2099238991,amenity,cafe,regular
2101343484,ref,46,regular
2101343484,aeroway,gate,regular
2101996299,noexit,yes,regular
2101998075,noexit,yes,regular
2101998232,noexit,yes,regular
2102056408,barrier,block,regular
2104238595,atm,yes,regular
2104238595,name,ธนาคารกรุงเทพ,regular
2104238595,brand,ธนาคารกรุงเทพ,regular
2104238595,amenity,bank,regular
2104238595,en,Bangkok Bank,name
2104238595,th,ธนาคารกรุงเทพ,name
2104238595,en,Bangkok Bank,brand
2104238595,th,ธนาคารกรุงเทพ,brand
2105503553,noexit,yes,regular
2106360552,barrier,gate,regular
2107224373,fee,3 baht.,regular
2107224373,amenity,toilets,regular
2107224373,designation,Toilet 6 ,regular
2107300628,power,tower,regular
2107300628,design,six-level,regular
2107308829,name,Rosaniyom,regular
2107308829,shop,clothes,regular
2107308829,designation,ร้านเสื้อผ้า,regular
2107944415,power,tower,regular
2108892020,name,Favour,regular
2108892020,shop,clothes,regular
2109097135,shop,hairdresser,regular
2109097135,layer,2,regular
2109830384,noexit,yes,regular
2111898187,name,tell me wine,regular
2111898187,image,http://pic.free.in.th/id/c330cb5d124eb2833a5ec06e72e1d945,regular
2111898187,level,0,regular
2111898187,phone,+6629070502;+6629070503,regular
2111898187,amenity,bar,regular
2111898187,cuisine,japanese;italian;thai,regular
2111898187,facebook,tellmewineandcuisine,regular
2111898187,opening_hours,Mo-Su 18:00-01:00,regular
2112492824,shop,clothes,regular
2113554193,name,Suzuki,regular
2113554193,shop,car,regular
2114275684,amenity,waste_basket,regular
2119803241,barrier,gate,regular
2119803241,traffic_calming,island,regular
2119803804,barrier,gate,regular
2169207110,amenity,atm,regular
2169207110,operator,Siam Commercial Bank,regular
2175932832,highway,crossing,regular
2184393423,highway,steps,regular
2184393473,alt_name,7-11,regular
2184393473,name,7-Eleven,regular
2184393473,en,7-Eleven,name
2184393473,shop,convenience,regular
2184393473,website,http://www.7eleven.co.th/,regular
2185232761,name,วัดพระแม่สกลสงเคราะห์,regular
2185232761,amenity,place_of_worship,regular
2185232761,en,Mary the Mediatrix of All Graces Church,name
2185232761,religion,christian,regular
2185232761,denomination,catholic,regular
2195629590,street,ถนนหลังสวน,addr
2195629590,housenumber,29;29/2;29/3;29/4,addr
2196893206,street,สุขุมวิท 2,addr
2196893206,housenumber,66,addr
2202268909,noexit,yes,regular
2203069382,highway,bus_stop,regular
2203101423,amenity,school,regular
2231708062,alt_name,7-11,regular
2231708062,name,7-Eleven,regular
2231708062,en,7-Eleven,name
2231708062,shop,convenience,regular
2231708062,website,http://www.7eleven.co.th/,regular
2240542529,name,Bang Pakong Power Plant/EGAT,regular
2240542529,man_made,works,regular
2264501439,name,ShabuShi,regular
2264501439,amenity,restaurant,regular
2264501439,cuisine,japanese,regular
2271917708,name,เชลล์,regular
2271917708,source,survey,regular
2271917708,amenity,fuel,regular
2271917708,en,Shell,name
2271917708,website,www.shell.co.th,regular
2271917708,operator,Shell,regular
2284307235,amenity,restaurant,regular
2284307235,cuisine,japanese,regular
2284307235,name,Fuji Japanese Restaurant,regular
2284307235,th,big c food park,name
2284307235,wheelchair,yes,regular
2286594676,name,Café Amazon,regular
2286594676,shop,coffee,regular
2286594676,brand,Café Amazon,regular
2286594676,amenity,cafe,regular
2286594676,cuisine,coffee_shop,regular
2286594676,en,Café Amazon,name
2286594676,th,คาเฟ่ อเมซอน,name
2286594676,smoking,no,regular
2286594676,operator,PTT,regular
2288516035,name,ครัวสายฟ้าห้องพัก,regular
2288516035,phone,+66 38 011638,regular
2288516035,en,SaiFaa Guesthouse,name
2288516035,tourism,guest_house,regular
2288516035,website,http://www.saifaa.com/,regular
2288516035,wheelchair,no,regular
2288516035,internet_access,wlan,regular
2288516035,fee,no,internet_access
2290659932,man_made,water_tower,regular
2294252828,name,บ้านพักดาวทะเล,regular
2294252828,building,house,regular
2304218261,foot,yes,regular
2304218261,barrier,gate,regular
2304218261,bicycle,yes,regular
2306465861,surface,paved,regular
2322047165,power,tower,regular
2322047165,design,delta,regular
2332160405,barrier,toll_booth,regular
2338163481,alt_name,7-11,regular
2338163481,name,7-Eleven,regular
2338163481,en,7-Eleven,name
2338163481,shop,convenience,regular
2338163481,source,Bing; sign,regular
2338163481,website,http://www.7eleven.co.th/,regular
2339057521,ref,E18,regular
2339057521,name,สะพานมิตมหาดไทย,regular
2339057521,amenity,ferry_terminal,regular
2339057521,en,Sapan Mit Mahadthai,name
2339057521,th,สะผานมิตมหาดไทย,name
2339057521,network,NIDA Line,regular
2339057521,public_transport,platform,regular
2361919525,name,Elle Tha Pra Chan,regular
2361919525,amenity,restaurant,regular
2361919525,cuisine,thai,regular
2361919525,street,Thanon Maharat,addr
2361919525,housenumber,172,addr
2367954560,name,3BB,regular
2367954560,office,telecommunication,regular
2367954560,website,http://www.3bb.co.th/,regular
2367954560,opening_hours,10:00-21:00,regular
2370919091,barrier,gate,regular
2373552514,entrance,yes,regular
2373803868,name,ประตูเชียงราก 2,regular
2373803868,barrier,gate,regular
2373803868,en,Chiang Raak Gate 2,name
2377092491,street,สุขุมวิท 61,addr
2377092491,date,2013-07-07,survey
2377092491,housenumber,48/1,addr
2378243061,entrance,yes,regular
2379698839,entrance,yes,regular
2379714213,entrance,yes,regular
2379765617,entrance,yes,regular
2383939825,surface,paved,regular
2383946904,surface,paved,regular
2383952353,surface,paved,regular
2385381724,name,ประตูวิจิตรบรรจง,regular
2385381724,barrier,gate,regular
2385381724,en,Vichit Banjong,name
2398070814,name,Souvlaki,regular
2398070814,amenity,restaurant,regular
2398070814,cuisine,greek,regular
2398070814,en,Souvlaki,name
2399039188,tourism,information,regular
2399039188,information,office,regular
2402683385,name,Dr BJ's Salon,regular
2402683385,amenity,bar,regular
2402683385,website,http://bjbarbangkok.com/,regular
2402683385,city,Bangkok,addr
2402683385,street,ถนนสุขุมวิท ซอย7/1,addr
2402683385,designation,BJ Bar,regular
2402683385,housenumber,131/31,addr
2403979154,name,Bangkok Home Stay,regular
2403979154,tourism,hostel,regular
2404896457,name,Triumph,regular
2404896457,shop,motorcycle,regular
2405988528,barrier,gate,regular
2406182462,name,วัดเจริญสุขารามวรวิหาร,regular
2406182462,amenity,place_of_worship,regular
2406182462,en,Wat Charoen Su Kha Ram Worawihan,name
2406182462,th,วัดเจริญสุขารามวรวิหาร,name
2406182462,religion,buddhist,regular
2406225288,bench,yes,regular
2406225288,highway,bus_stop,regular
2406225288,shelter,yes,regular
2407006310,power,tower,regular
2407006379,power,tower,regular
2407310162,railway,level_crossing,regular
2408292364,power,tower,regular
2419616176,entrance,yes,regular
2419677997,name,สำนักงานจัดการทรัพย์สิน,regular
2419677997,office,administrative,regular
2419677997,en,Thammasat Property Management Office,name
2419911978,entrance,main,regular
2420676431,barrier,gate,regular
2428799921,name,Bangkok Bank,regular
2428799921,amenity,bureau_de_change,regular
2428973239,amenity,bureau_de_change,regular
2429893271,name,หมู่บ้านมอญ,regular
2429893271,place,village,regular
2429893271,en,Muban Mon,name
2429893271,th,หมู่บ้านมอญ,name
2430406397,name,Boots,regular
2430406397,amenity,pharmacy,regular
2430549402,barrier,gate,regular
2448242725,name,Dee Koff Coffee,regular
2448242725,amenity,cafe,regular
2448242725,en,Dee Koff Coffee,name
2448242725,th,ดี คอฟ,name
2448242725,housenumber,55/609,addr
2453407235,surface,paved,regular
2453407291,surface,paved,regular
2453407351,surface,paved,regular
2453407401,surface,paved,regular
2460109297,name,Bamboo Bar,regular
2460109297,amenity,bar,regular
2494469390,amenity,place_of_worship,regular
2494469390,name,Trimurti Shrine,regular
2494469390,zh,三面佛 (愛神),name
2494469390,religion,hindu,regular
2497943614,type,mooring,seamark
2497943614,mooring:category,dolphin,seamark
2497943747,type,mooring,seamark
2497943747,mooring:category,dolphin,seamark
2498823274,power,tower,regular
2511199392,name,Deja Vu,regular
2511199392,amenity,bar,regular
2518184883,name,Café Lib~ra~ry,regular
2518184883,amenity,restaurant,regular
2520626335,amenity,restaurant,regular
2520658773,name,โรงเรียนอนุบาลแสงมิตร,regular
2520658773,amenity,school,regular
2555267086,name,โรงเรียนขุมทองวิทยา,regular
2555267086,amenity,school,regular
2558011532,name,FamilyMart,regular
2558011532,shop,convenience,regular
2558011532,website,http://www.familymart.co.th,regular
2559537852,name,Gulliver's,regular
2559537852,amenity,restaurant,regular
2562613492,surface,paved,regular
2587899768,power,tower,regular
2587899768,design,three-level,regular
2597277657,entrance,main,regular
2599845121,name,Suankularb college,regular
2599845121,amenity,college,regular
2607836656,amenity,parking,regular
2609983142,fixme,continue,regular
2611253710,noexit,yes,regular
2612102651,noexit,yes,regular
2617246448,noexit,yes,regular
2617246599,noexit,yes,regular
2617246829,noexit,yes,regular
2617664446,noexit,yes,regular
2617665737,noexit,yes,regular
2619529114,amenity,fuel,regular
2619529114,brand,PTT,regular
2619529114,en,PTT,brand
2619529114,th,ปตท,brand
2619529114,name,PTT,regular
2619529114,en,PTT,name
2619529114,th,ปตท,name
2619529114,source,"Bing, GPS",regular
2629937552,alt_name,7-11,regular
2629937552,name,7-Eleven,regular
2629937552,en,7-Eleven,name
2629937552,shop,convenience,regular
2629937552,website,http://www.7eleven.co.th/,regular
2635276387,power,tower,regular
2635300152,power,tower,regular
2635307085,surface,paved,regular
2641813594,amenity,car_wash,regular
2643469939,barrier,lift_gate,regular
2655874668,surface,paved,regular
2655906345,man_made,water_tower,regular
2658628661,entrance,yes,regular
2667285415,noexit,yes,regular
2671044892,power,tower,regular
2671054885,power,tower,regular
2671057936,power,tower,regular
2671069524,power,tower,regular
2671069577,power,tower,regular
2671077438,power,tower,regular
2671313589,alt_name,7-11,regular
2671313589,name,7-Eleven,regular
2671313589,en,7-Eleven,name
2671313589,shop,convenience,regular
2671313589,website,http://www.7eleven.co.th/,regular
2696403537,atm,yes,regular
2696403537,amenity,bank,regular
2696403537,operator,ธนาคารกรุงไทย,regular
2696403537,en,Krungthai Bank,operator
2696403537,th,ธนาคารกรุงไทย,operator
2696431164,name,KFC,regular
2696431164,brand,KFC,regular
2696431164,phone,1150,regular
2696431164,amenity,fast_food,regular
2696431164,cuisine,chicken,regular
2696431164,en,KFC,name
2696431164,th,เค เอฟ ซี,name
2696431164,smoking,no,regular
2696431164,website,www.kfc.co.th,regular
2696431164,alt_name,Kentucky Fried Chicken,regular
2696431164,operator,Kentucky Fried Chicken,regular
2706656059,name,วัดสี่แยกเจริญพร,regular
2706656059,amenity,place_of_worship,regular
2706656059,religion,buddhist,regular
2735915176,name,Heartbeat Seafood,regular
2735915176,amenity,restaurant,regular
2753421254,name,Climax Club,regular
2753421254,amenity,nightclub,regular
2753421254,website,http://www.climax-pattaya.com,regular
2757843565,shop,variety_store,regular
2769314530,name,Harry's place,regular
2769314530,phone,+66 81 2740794,regular
2769314530,tourism,guest_house,regular
2769314530,website,http://www.atharrysplace.com,regular
2772371455,name,Dragon Steakhouse,regular
2772371455,amenity,restaurant,regular
2772371455,cuisine,steak,regular
2783279480,name,Moom Talay,regular
2783279480,amenity,restaurant,regular
2783279480,cuisine,thai,regular
2805928182,name,Prommanee House 2,regular
2805928182,phone,+66 38 720450,regular
2805928182,tourism,guest_house,regular
2808307897,name,Maree House,regular
2808307897,phone,+66 38 423519,regular
2808307897,tourism,guest_house,regular
2837373624,name,MK Restaurants,regular
2837373624,brand,MK Restaurants,regular
2837373624,phone,1642,regular
2837373624,amenity,restaurant,regular
2837373624,cuisine,suki,regular
2837373624,en,MK Restaurants,name
2837373624,website,http://www.mkrestaurant.com/,regular
2837373624,operator,MK Restaurants,regular
2837373624,wheelchair,yes,regular
2841719053,name,Shhh...,regular
2841719053,amenity,nightclub,regular
2862142000,name,Love Long Time,regular
2862142000,phone,+66 89 9883190,regular
2862142000,tourism,guest_house,regular
2862142000,website,https://www.facebook.com/LoveLongTimeApartment,regular
2863456778,alt_name,7-11,regular
2863456778,name,7-Eleven,regular
2863456778,en,7-Eleven,name
2863456778,shop,convenience,regular
2863456778,website,http://www.7eleven.co.th/,regular
2883219691,name,Oh La La,regular
2883219691,amenity,bar,regular
2888088179,name,Home Mart,regular
2888088179,shop,doityourself,regular
2888093114,power,tower,regular
2888542541,surface,paved,regular
2889224526,bench,yes,regular
2889224526,highway,bus_stop,regular
2889224526,shelter,yes,regular
2901617952,noexit,yes,regular
2901618108,noexit,yes,regular
2916046147,name,7-Eleven,regular
2916046147,shop,convenience,regular
2916046147,en,7-Eleven,name
2916046147,website,http://www.7eleven.co.th/,regular
2916046147,alt_name,7-11,regular
2916046147,operator,Seven & I Holdings,regular
2926982810,hamlet,หมู่ 15,addr
2926982810,street,ถนนบางนา-ตราด,addr
2926982810,district,บางพลี,addr
2926982810,postcode,10540,addr
2926982810,province,สมุทรปราการ,addr
2926982810,housenumber,324,addr
2926982810,subdistrict,บางแก้ว,addr
2971082370,amenity,parking,regular
2972684233,name,Cha Chas South Indian Vegetarian,regular
2972684233,amenity,restaurant,regular
2972684233,cuisine,vegetarian,regular
2982447227,source,survey,regular
2982447227,amenity,hospital,regular
2982447227,en,Hankha Hospital,name
2993384849,name,นิสสัน สิมออโต้ นครปฐมซิตี้,regular
2993384849,shop,car,regular
2993384849,street,ถนนทรงพล,addr
2993384849,postcode,73000,addr
2993384849,housenumber,211/2,addr
3003562462,power,tower,regular
3003562547,power,tower,regular
3012040618,amenity,waste_basket,regular
3012242701,foot,yes,regular
3012242701,barrier,lift_gate,regular
3012242701,bicycle,yes,regular
3034849242,fee,yes,regular
3034849242,amenity,drinking_water,regular
3036536065,name,Ikfeef Shabu,regular
3036536065,amenity,restaurant,regular
3036536065,cuisine,Halal,regular
3036536065,smoking,outside,regular
3036536065,capacity,20,regular
3036536065,postcode,10700,addr
3038774917,name,แก้วธรรมเภสัช,regular
3038774917,amenity,pharmacy,regular
3039149111,highway,bus_stop,regular
3040931236,name,โรงพยาบาลนครธน,regular
3040931236,amenity,hospital,regular
3040931236,en,Nakornthon Hospital,name
3040931236,th,โรงพยาบาลนครธน,name
3040931236,city,บางขุนเทียน,addr
3040931236,emergency,yes,regular
3040931236,street,พระรามที่ 2 ซอย 56,addr
3040931236,postcode,10150,addr
3040931236,housenumber,1,addr
3042972156,name,Ban Bang Lamung School,regular
3042972156,building,school,regular
3042972156,city,Bang Lamung,addr
3043549469,surface,paved,regular
3043569389,surface,paved,regular
3043569839,surface,paved,regular
3043569889,surface,paved,regular
3043578419,surface,paved,regular
3043579369,surface,paved,regular
3045833537,amenity,post_box,regular
3052254879,noexit,yes,regular
3053764251,shop,hardware,regular
3056799309,name,คลองสวนพลูรีสอร์ท,regular
3056799309,leisure,resort,regular
3056799309,en,Klong saun plu resort,name
3056883912,leisure,playground,regular
3060907240,brand,SCB,regular
3060907240,amenity,atm,regular
3076135133,amenity,post_box,regular
3078617865,alt_name,7-11,regular
3078617865,name,7-Eleven,regular
3078617865,en,7-Eleven,name
3078617865,shop,convenience,regular
3078617865,website,http://www.7eleven.co.th/,regular
3078972708,surface,paved,regular
3079896138,name,วัดโพธิ์บางคล้า (วัดค้างคาว),regular
3079896138,amenity,place_of_worship,regular
3079896138,en,Wat Pho Bang Khla (Bat Temple),name
3079896138,th,วัดโพธิ์บางคล้า (วัดค้างคาว),name
3079896138,religion,buddhist,regular
3093596385,name,Mini Big C,regular
3093596385,shop,convenience,regular
3096836188,name,Station Hotel,regular
3096836188,stars,0,regular
3096836188,source,survey,regular
3096836188,tourism,hotel,regular
3096836188,date,2016-07-29,source
3103325430,amenity,telephone,regular
3115076194,noexit,yes,regular
3137076524,natural,tree,regular
3139015873,railway,level_crossing,regular
3145034343,name,Tongue Thai,regular
3145034343,amenity,restaurant,regular
3150130030,name,Feel at Home Backpackers,regular
3150130030,tourism,hostel,regular
3166191035,barrier,lift_gate,regular
3168379561,name,Baan Hollanda,regular
3168379561,amenity,cafe,regular
3168379561,cuisine,Dutch_snacks,regular
3168379561,opening_hours,"09:00-17:00, Wednesdays to Sundays",regular
3168379561,internet_access,wlan,regular
3180397848,entrance,main,regular
3182323246,man_made,tower,regular
3188989930,name,Dokkrai Airstrip,regular
3188989930,aeroway,aerodrome,regular
3192735749,entrance,main,regular
3197975568,atm,yes,regular
3197975568,name,2 ATM,regular
3197975568,amenity,atm,regular
3202517731,name,Caltex,regular
3202517731,amenity,fuel,regular
3202517731,operator,Caltex,regular
3205653382,name,Bluebird Inn,regular
3205653382,email,bluebirdpattaya@gmail.com,regular
3205653382,phone,+66 38 110606;+66 87 5036704,regular
3205653382,tourism,guest_house,regular
3205653382,website,http://bluebirdinn.eu/,regular
3212008101,name,Chill Out Guesthouse,regular
3212008101,email,chilloutguesthouse2@gmail.com,regular
3212008101,phone,+66 90 9129124;+66 92 3597604,regular
3212008101,tourism,guest_house,regular
3212008101,website,http://chilloutguesthouse2-pattaya.com/,regular
3215446159,entrance,main,regular
3218780275,name,WOW Bike,regular
3218780275,shop,motorcycle,regular
3218780275,phone,+66 85 2399937;+66 82 8634442;+66 81 1538819,regular
3218780275,website,https://th-th.facebook.com/wowbike.thailand,regular
3220134253,name,Katesiree,regular
3220134253,phone,+66 89 9365608;+66 87 5074087,regular
3220134253,tourism,guest_house,regular
3226107615,name,Golden Gate,regular
3226107615,phone,+66 33 673321,regular
3226107615,tourism,guest_house,regular
3226736952,surface,paved,regular
3227751567,name,Dad and Mom House,regular
3227751567,phone,+66 81 7614713,regular
3227751567,tourism,guest_house,regular
3228032412,barrier,lift_gate,regular
3239250411,name,Penpayom Apartment 3,regular
3239250411,phone,+66 38 426176,regular
3239250411,tourism,apartment,regular
3242226350,name,Chomphu Apartment,regular
3242226350,phone,+66 81 6526491;+66 86 3881911,regular
3242226350,tourism,apartment,regular
3246215068,highway,traffic_signals,regular
3246215068,direction,forward,traffic_signals
3247637533,surface,paved,regular
3248951477,surface,paved,regular
3248971286,surface,paved,regular
3248971336,surface,paved,regular
3248971386,surface,paved,regular
3248996283,surface,paved,regular
3248996334,surface,paved,regular
3249014383,surface,paved,regular
3249014584,surface,paved,regular
3249014634,surface,paved,regular
3249014684,surface,paved,regular
3250473034,surface,paved,regular
3250478370,surface,paved,regular
3250478429,surface,paved,regular
3250546332,surface,paved,regular
3250558973,surface,paved,regular
3250566040,surface,paved,regular
3250568708,surface,paved,regular
3250580200,surface,paved,regular
3250580250,surface,paved,regular
3250583764,surface,paved,regular
3250588513,surface,paved,regular
3250589744,surface,paved,regular
3250605011,surface,paved,regular
3250605061,surface,paved,regular
3250613903,surface,paved,regular
3250617404,surface,paved,regular
3250625190,surface,paved,regular
3250629803,surface,paved,regular
3250631824,surface,paved,regular
3250633184,surface,paved,regular
3250636896,surface,paved,regular
3250647108,surface,paved,regular
3250651197,surface,paved,regular
3250651294,surface,paved,regular
3250658667,surface,paved,regular
3250668716,surface,paved,regular
3251684373,name,พาวเวอร์บาย,regular
3251684373,shop,electronics,regular
3251684373,en,Powerbuy,name
3251684373,opening_hours,10:00-22:00,regular
3256251379,name,บ้านห้วยขุนราม,regular
3256251379,place,village,regular
3256251379,en,Ban Huai Khun Ram,name
3257797228,name,สนามฟุตบอลไทยเตะ,regular
3257797228,sport,soccer,regular
3257797228,leisure,pitch,regular
3257855785,power,tower,regular
3257863371,entrance,main,regular
3262776431,name,The Faces Bar,regular
3262776431,amenity,bar,regular
3263987932,amenity,townhall,regular
3263987932,en,สำนักงานเทศบาลเมืองบางศรีเมือง,name
3268503200,barrier,gate,regular
3273457733,noexit,yes,regular
3279974425,amenity,atm,regular
3279974425,operator,ธนาคารกรุงไทย,regular
3282975486,surface,paved,regular
3283352419,name,ก๋วยเตี๋ยวทะเล,regular
3283352419,amenity,restaurant,regular
3285227274,name,หมู่บ้านมัณฑิกา,regular
3285227274,place,hamlet,regular
3285227274,en,Muban Man Thi Ka,name
3285227274,th,หมู่บ้านมัณฑิกา,name
3285463417,surface,paved,regular
3285496372,alt_name,7-11,regular
3285496372,brand,7-Eleven,regular
3285496372,name,7-Eleven,regular
3285496372,en,7-Eleven,name
3285496372,shop,convenience,regular
3285496372,website,http://www.7eleven.co.th/,regular
3285531898,surface,paved,regular
3287103015,entrance,main,regular
3292119893,power,tower,regular
3292119943,power,tower,regular
3292120143,power,tower,regular
3292142198,power,tower,regular
3297147532,entrance,main,regular
3309232378,name,Costa Coffee,regular
3309232378,amenity,cafe,regular
3312120072,surface,paved,regular
3313912762,name,Coffee Break Pattaya,regular
3313912762,amenity,cafe,regular
3319367777,note,The location is not very exact.,regular
3319367777,amenity,post_box,regular
3319367777,operator,Thailand Post,regular
3320437083,note,The location is not very exact.,regular
3320437083,amenity,post_box,regular
3320437083,operator,Thailand Post,regular
3350401522,name,7-Eleven,regular
3350401522,shop,convenience,regular
3350401522,en,7-Eleven,name
3350401522,website,http://www.7eleven.co.th/,regular
3350401522,alt_name,7-11,regular
3350401522,operator,Seven & I Holdings,regular
3350401522,opening_hours,24/7,regular
3357640671,highway,traffic_signals,regular
3357640671,direction,forward,traffic_signals
3368090626,highway,traffic_signals,regular
3389562054,name,NS Coffee,regular
3389562054,amenity,cafe,regular
3399070812,barrier,gate,regular
3399377983,name,ธนภัทร ฟาร์มาซี,regular
3399377983,amenity,pharmacy,regular
3412759527,power,tower,regular
3412759577,power,tower,regular
3427229395,name,7-Eleven,regular
3427229395,shop,convenience,regular
3427229395,en,7-Eleven,name
3427229395,website,http://www.7eleven.co.th/,regular
3427229395,alt_name,7-11,regular
3427229395,operator,Seven & I Holdings,regular
3427229395,opening_hours,24/7,regular
3431296262,name,Starbucks Coffee,regular
3431296262,shop,coffee,regular
3431296262,brand,Starbucks,regular
3431296262,amenity,cafe,regular
3431296262,cuisine,coffee_shop,regular
3431296262,en,Starbucks Coffee,name
3431296262,th,สตาร์บัคส์,name
3431296262,smoking,no,regular
3431296262,website,http://www.starbucks.co.th/,regular
3431296262,wikipedia,en:Starbucks,regular
3431325820,name,Starbucks Coffee,regular
3431325820,shop,coffee,regular
3431325820,brand,Starbucks,regular
3431325820,amenity,cafe,regular
3431325820,cuisine,coffee_shop,regular
3431325820,en,Starbucks Coffee,name
3431325820,th,สตาร์บัคส์,name
3431325820,smoking,no,regular
3431325820,website,http://www.starbucks.co.th/,regular
3431325820,wikipedia,en:Starbucks,regular
3442529598,name,Tony's Fitness,regular
3442529598,sport,fitness,regular
3442529598,leisure,sports_centre,regular
3442529598,website,http://www.tonydisco.com/Fitness.html,regular
3445207717,name,Watsons,regular
3445207717,amenity,pharmacy,regular
3448933593,name,MaxValu,regular
3448933593,shop,supermarket,regular
3472854423,entrance,main,regular
3472970056,surface,paved,regular
3472977892,surface,paved,regular
3473040358,surface,paved,regular
3473041508,surface,paved,regular
3473065693,surface,paved,regular
3473077388,surface,paved,regular
3473086562,surface,paved,regular
3473095399,surface,paved,regular
3474870794,name,Pacific Dental Care,regular
3474870794,amenity,dentist,regular
3476200340,city,บางแค,addr
3476200340,housenumber,455/275-279,addr
3476200340,postcode,10160,addr
3476200340,street,เพชรเกษม 49,addr
3476200340,brand,Chevrolet,regular
3476200340,name,บริษัทพระนครยนตรการ จำกัด สาขาบางแค,regular
3476200340,shop,car,regular
3481217552,entrance,main,regular
3484626884,name,Lyon,regular
3484626884,amenity,restaurant,regular
3487195892,city,Bangkok,addr
3487195892,housename,Vista Residence Bangkok,addr
3487195892,housenumber,80,addr
3487195892,postcode,10330,addr
3487195892,street,Soi Kasemsan 3,addr
